ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat);;
10096;;Housse de tente pour selle;;;;;;;;;;;;;;;;;;;;;;;;;;;Nylon balistique 1680. Noir. 22 l.;<ul> <li>Sac additionnel</li><li>A fixer sur sacoche de selles BAGS-CONNECTION : Speedpack®, Racepack, Cargobag</li> <li>Sangles de compression avec crochets de fermeture</li> <li>Volume 22 L (ø 20cm, Longueur 60cm)</li> <li>Stable avec 4-points de fixation</li> <li>Détails réfléchissants</li> <li>Peut contenir une tente 2 places</li></ul><b>Inclus:</b><!--BL--> <ul> <li>Tentbag</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10097;;Valise ABS AERO;;;;;;;;;;;;;;;;;;;;;;;;;;;ABS / 600 HCF Polyester. Noir. 2x 25 l. Par paire;<b>Kit valises AERO en ABS</b><br><br>Pour toutes les motos avec le support QUICK-LOCK EVO</li><li>Très légères et solides</li><li>Volume par valise : 25 litres</li><li>Taille : L: 54cm h: 38cm l: 24cm</li><li>Épaisseur : 2.5 mm</li><li>Avec sangle de compression</li><li>Détails réfléchissant</li><li>Système de verrouillage intègre</li><li>Poignée rétractable</li></ul><b>Inclus:</b><!--BL--><ul><li>2 valises</li><li>2 sac interne étanche en Tarpaulin</li><li>2 cadenas</li></ul><!--EL--><b>Attention!</b><ul><li>Pour utiliser sur le support QUICK-LOCK de commander séparément le support <b>( KFT.00.152.22500/B).</b></li><li>Les valises AERO ABS nest pas <b>compatible</b> avec les anciennes génération de support SW-MOTECH QUICK-LOCK.</li><li>En utilisant un kit dadaptation il est possible de fixer les AERO sur un support Hepco & Becker <b>(KFT.00.152.22600/B)</b> ou GIVI <b>(KFT.00.152.22700/B)</b>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10098;;Valises BLAZE®;;;;;;;;;;;;;;;;;;;;;;;;;;;1680 Balistique Nylon. Noir. Par paire;<b>Sacoches BLAZE®</b></p><b>Inclus:</b><!--BL--><ul><li> <b>sans </b>barre décartement.</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10099;;Sacoche BLAZE® haute;;;;;;;;;;;;;;;;;;;;;;;;;;;1680 Balistique Nylon. Noir. Par paire;<b>Sacoches BLAZE® H</b></p><b>Inclus:</b><!--BL--><ul><li>Sacoches H<b> sans </b>barre décartement.<!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10100;;Sacoches Dakar;;;;;;;;;;;;;;;;;;;;;;;;;;;Nylon balistique 1680. Sacs intenes étanches;<p>Les sacoches DAKAR sont faites pour durer et résister aux conditions les plus difficiles. Les sacoches sont fabriquées en Nylon ballistique 1680 recouvrant une structure en plastique ABS rigide. Le contenu des sacoches est protégé de la pluie et de la poussière par un second sac interne étanche. Ainsi les sacoches DAKAR sont prêtes à affonter tous les défis, du trajet quotidien en ville aux longs voyages sur pistes. Les sacoches ont une capacité de 32 litres chacunes, ce qui permet un volume total de 64 litres. A linverse des kits DAKAR spécifiquement développés pour un modèle de moto, ce kit est livré sans support spécifique. La moto doit donc être équipée dun support de valises latérales. Les valises DAKAR sy adaptent grâce au kit de sangles de fixations fournie compatibles avec la plupart des supports pour valises latérales.</p> <b>Caractéristiques:</b> <!--BB--><ul><li>Sacoche en nylon ballistique 1680, avec renfort en ABS</li> <li>Sac interne étanche avec fermeture en rouleau</li> <li>Capacité par sacoche de 32 litres, 64 litres au total</li> <li>Dimension 35 x 45 x 25 cm</li> <li>Fixation facile sur la plupart des supports de valises</li> </li></ul><!--EB--> <b>Inclus:</b><!--BL--> <ul><li>2 sacoches DAKAR</li> <li>2 sacs internes étanches </li> <li>Sangles de 480mm</li> <li>Notice de montage</li></ul> <b>Accessoires:</b> <ul><li>Les sacoches DAKAR sont aussi disponibles avec le support spécifique à chaque moto.</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10101;;Sacoches DAKAR;;;;;;;;;;;;;;;;;;;;;;;;;;;KTM 1190 Adventure / R (13-).;<b>Support sacoche DAKAR</b><br><ul><li>Support valise en matière très résistante Nylon-Balistique 1680</li><li>Panneau préformé dABS en nid dabeilles.</li><li>Large Boucle pour des fixations additionnelles</li><li>Poids très léger, support spécifique pour chaque moto</li><li>fermeture en Velcro Waterproof </li></ul><b>Inclus:</b><!--BL--><ul><li>2 sacs DAKAR</li><li>2 sac internes étanches</li><li>2 supports spécifiques </li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10102;;Sacoches DAKAR;;;;;;;;;;;;;;;;;;;;;;;;;;;Suzuki DL 650 V-Strom (11-).;<b>Support sacoche DAKAR</b><br><ul><li>Support valise en matière très résistante Nylon-Balistique 1680</li><li>Panneau préformé dABS en nid dabeilles.</li><li>Large Boucle pour des fixations additionnelles</li><li>Poids très léger, support spécifique pour chaque moto</li><li>fermeture en Velcro Waterproof </li></ul><b>Inclus:</b><!--BL--><ul><li>2 sacs DAKAR</li><li>2 sac internes étanches</li><li>2 supports spécifiques </li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10103;;Sacoches DAKAR;;;;;;;;;;;;;;;;;;;;;;;;;;;Suzuki V-Storm 1000 (14-).;<b>Support sacoche DAKAR</b><br><ul><li>Support valise en matière très résistante Nylon-Balistique 1680</li><li>Panneau préformé dABS en nid dabeilles.</li><li>Large Boucle pour des fixations additionnelles</li><li>Poids très léger, support spécifique pour chaque moto</li><li>fermeture en Velcro Waterproof </li></ul><b>Inclus:</b><!--BL--><ul><li>2 sacs DAKAR de 32 litres</li><li>2 sac internes étanches</li><li>2 supports spécifiques </li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10104;;Sacoches DAKAR;;;;;;;;;;;;;;;;;;;;;;;;;;;Yamaha XT 1200 Z Super Tenere (10-).;<b>Support sacoche DAKAR</b><br><ul><li>Support valise en matière très résistante Nylon-Balistique 1680</li><li>Panneau préformé dABS en nid dabeilles.</li><li>Large Boucle pour des fixations additionnelles</li><li>Poids très léger, support spécifique pour Yamaha XT 1200 </li><li>fermeture en Velcro Waterproof </li></ul><b>Inclus:</b><!--BL--><ul><li>2 sacs DAKAR</li><li>2 sac internes étanches</li><li>2 supports spécifiques </li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10105;;Sacoches DAKAR;;;;;;;;;;;;;;;;;;;;;;;;;;;Yamaha XT 660 Z Tenere (07-).;<b>Support sacoche DAKAR</b><br><ul><li>Support valise en matière très résistante Nylon-Balistique 1680</li><li>Panneau préformé dABS en nid dabeilles.</li><li>Large Boucle pour des fixations additionnelles</li><li>Poids très léger, support spécifique pour chaque moto</li><li>fermeture en Velcro Waterproof </li></ul><b>Inclus:</b><!--BL--><ul><li>2 sacs DAKAR de 32 litres</li><li>2 sac internes étanches</li><li>2 supports spécifiques </li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10106;;Sacoches DAKAR;;;;;;;;;;;;;;;;;;;;;;;;;;;BMW R 1200 GS LC / Adventure.;<b>Support sacoche DAKAR</b><br><ul><li>Support valise en matière très résistante Nylon-Balistique 1680</li><li>Panneau préformé dABS en nid dabeilles.</li><li>Large Boucle pour des fixations additionnelles</li><li>Poids très léger, support spécifique pour chaque moto</li><li>fermeture en Velcro Waterproof </li></ul><b>Inclus:</b><!--BL--><ul><li>2 sacs DAKAR</li><li>2 sac internes étanches</li><li>2 supports spécifiques </li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10107;;Sacoches DAKAR;;;;;;;;;;;;;;;;;;;;;;;;;;;BMW F650GS / F700GS / F800GS.;<b>Support sacoche DAKAR</b><br><ul><li>Support valise en matière très résistante Nylon-Balistique 1680</li><li>Panneau préformé dABS en nid dabeilles.</li><li>Large Boucle pour des fixations additionnelles</li><li>Poids très léger, support spécifique pour chaque moto</li><li>fermeture en Velcro Waterproof </li></ul><b>Inclus:</b><!--BL--><ul><li>2 sacs DAKAR de 32 litres</li><li>2 sac internes étanches</li><li>2 supports spécifiques </li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10108;;Sacoches DAKAR;;;;;;;;;;;;;;;;;;;;;;;;;;;Kawasaki Versys 1000 (13-).;<b>Support sacoche DAKAR</b><br><ul><li>Support valise en matière très résistante Nylon-Balistique 1680</li><li>Panneau préformé dABS en nid dabeilles.</li><li>Large Boucle pour des fixations additionnelles</li><li>Poids très léger, support spécifique pour chaque moto</li><li>fermeture en Velcro Waterproof </li></ul><b>Inclus:</b><!--BL--><ul><li>2 sacs DAKAR</li><li>2 sac internes étanches</li><li>2 supports spécifiques </li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10109;;Sacoches DAKAR;;;;;;;;;;;;;;;;;;;;;;;;;;;Kawasaki KLR 650 (08-).;<b>Support sacoche DAKAR</b><br><ul><li>Support valise en matière très résistante Nylon-Balistique 1680</li><li>Panneau préformé dABS en nid dabeilles.</li><li>Large Boucle pour des fixations additionnelles</li><li>Poids très léger, support spécifique pour chaque moto</li><li>fermeture en Velcro Waterproof </li></ul><b>Inclus:</b><!--BL--><ul><li>2 sacs DAKAR</li><li>2 sac internes étanches</li><li>2 supports spécifiques </li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10110;;Sacoches DAKAR;;;;;;;;;;;;;;;;;;;;;;;;;;;Triumph Tiger 1050 Sport (13-).;<b>Support sacoche DAKAR</b><br><ul><li>Support valise en matière très résistante Nylon-Balistique 1680</li><li>Panneau préformé dABS en nid dabeilles.</li><li>Large Boucle pour des fixations additionnelles</li><li>Poids très léger, support spécifique pour chaque moto</li><li>fermeture en Velcro Waterproof </li></ul><b>Inclus:</b><!--BL--><ul><li>2 sacs DAKAR</li><li>2 sac internes étanches</li><li>2 supports spécifiques </li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10111;;Sacoches DAKAR;;;;;;;;;;;;;;;;;;;;;;;;;;;Triumph Tiger 1200 Explorer (11-).;<b>Support sacoche DAKAR</b><br><ul><li>Support valise en matière très résistante Nylon-Balistique 1680</li><li>Panneau préformé dABS en nid dabeilles.</li><li>Large Boucle pour des fixations additionnelles</li><li>Poids très léger, support spécifique pour chaque moto</li><li>fermeture en Velcro Waterproof </li></ul><b>Inclus:</b><!--BL--><ul><li>2 sacs DAKAR</li><li>2 sac internes étanches</li><li>2 supports spécifiques </li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10112;;Sacoches DAKAR;;;;;;;;;;;;;;;;;;;;;;;;;;;Triumph Tiger 800 / XC (10-).;<b>Support sacoche DAKAR</b><br><ul><li>Support valise en matière très résistante Nylon-Balistique 1680</li><li>Panneau préformé dABS en nid dabeilles.</li><li>Large Boucle pour des fixations additionnelles</li><li>Poids très léger, support spécifique pour chaque moto</li><li>fermeture en Velcro Waterproof </li></ul><b>Inclus:</b><!--BL--><ul><li>2 sacs DAKAR</li><li>2 sac internes étanches</li><li>2 supports spécifiques </li></ul><!--EL--><b>Précision pour le montage de sacoches sur un modèle de moto dont les poignées passager sont saillantes. </b><br><br>Pour certains modèles dont les poignées passager dépassent en hauteur la selle et lorsque la sangle centrale ne repose pas à plat sur la selle passager, il peut arriver que sa tension soit rendue difficile. Cela peut avoir pour effet de compliquer le bon maintien des sacoches en position. C’est à l’heure actuelle le cas pour la Triumph Tiger 800 (Road et XC). Afin de pouvoir tendre la sangle de façon optimale et ainsi fixer parfaitement les sacoches, nous recommandons de démonter les poignées passager<br><br><b>Attention!</b> veuillez vérifier auparavant les obligations légales du code de la route en vigueur dans votre pays. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10113;;Sacoches DAKAR;;;;;;;;;;;;;;;;;;;;;;;;;;;Ducati Multistrada 1200 (10-).;<b>Support sacoche DAKAR</b><br><ul><li>Support valise en matière très résistante Nylon-Balistique 1680</li><li>Panneau préformé dABS en nid dabeilles.</li><li>Large Boucle pour des fixations additionnelles</li><li>Poids très léger, support spécifique pour chaque moto</li><li>fermeture en Velcro Waterproof </li></ul><b>Inclus:</b><!--BL--><ul><li>2 sacs DAKAR</li><li>2 sac internes étanches</li><li>2 supports spécifiques </li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10114;;Verrou de fermeture;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Avec code.;<b>Cadenas</b><ul><li>Pour verrouiller les sacs BAGS-CONNECTION </li><li> Verrouillage par code, modifiable</li><li>Protège vos biens des voleurs</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10115;;Câble de verrouillage;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Avec code. Câble 50 cm.;<b>Câble antivol</b><br><ul><li>Pour verrouiller les sacoches réservoirs ou selle BAGS-CONNECTION.<br>Combinaison modifiable.<br>Protège vos biens avec un câble de 50 cm de long<br>Câble en fer avec une connexion facile pour <br>le verrouillage.</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10116;;Câble de verrouillage;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Avec code. Câble 100 cm.;<b>Câble antivol</b><br><br><ul><li>Pour verrouiller les sacoches réservoirs ou selle BAGS-CONNECTION.<br>Combinaison modifiable.<br>Protège vos biens avec un câble de 100 cm de long<br>Câble en fer avec une connexion facile pour <br>le verrouillage.</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10117;;Sangles ROK;;;;;;;;;;;;;;;;;;;;;;;;;;;2 sangles ajustables Noir. 310-1060 mm.;<b>ROK sangles</b> <br> <ul> <li>Sangles élastiques réglables</li> <li>Détachable facilement, se fixe via des boucles à chaque extrémité</li> <li>Pour fixer vos sacs solidement</li> <li>Longueur: 310-1060 mm</li> </ul> <b>Inclus:</b><!--BL--> <ul> <li>2 ROK sangles avec bande élastique<br> </li> </ul> <!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10118;;Sangles ROK;;;;;;;;;;;;;;;;;;;;;;;;;;;2 sangles ajustables Noir. 500-1500 mm.;<b>ROK sangles</b> <br> <ul> <li>Sangles élastiques réglables</li> <li>Détachable facilement, se fixe via des boucles à chaque extrémité</li> <li>Pour fixer vos sacs solidement</li> <li>Longueur: 500-1500 mm</li> </ul> <b>Inclus:</b><!--BL--><ul> <li>2 ROK sangles avec bande élastique<br> </li> </ul> </ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10119;;Sac à dos Trooper;;;;;;;;;;;;;;;;;;;;;;;;;;;Gris/Noir. 25 l.;<p>Avec une capacité de 25 litres, le sac à dos Trooper est compact et se porte près du corps. Son volume offre assez despace pour une excursion ou un trajet quotidien. Deux compartiments facilement accessibles, un espace pour ordinateur portable et une poche rabat : tout lindispensable est à portée de main. Le dos rembourré, son poids réduit, les bretelles et sangles ajustables assurent un grand confort.</p> <b>Particularités :</b> <!--BB--><ul> <li> Capacité de 25 litres</li> <li> Produit en Polyester 600D, matériau particulièrement résistant </li> <li> Bretelles et dos rembourrés pour un plus grand confort </li> <li> 2 compartiments principaux facilement accessibles </li> <li> Poche rabat avec fermeture-éclair</li> <li> Rangement pour ordinateur portable (15 pouces)</li> <li> Orifice pour passage de câble</li> <li> Poches intérieures pour une meilleure organisation du rangement </li> <li>Sangles de compression</li> <li> Bandes réfléchissantes</li> <li> Poignée robuste</li> <li> Housse contre la pluie intégrée</li> <li> Filet externe pour le transport du casque</li> </ul><!--EB--> <b>Contenu</b> <!--BL--><ul> <li>Sac à dos moto Trooper</li> </ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10120;;Sac à dos Trooper;;;;;;;;;;;;;;;;;;;;;;;;;;;Gris/Noir. 16 l.;<p>Avec une capacité de 16 litres, le sac à dos Racer est très compact et se porte près du corps. Son volume offre assez despace pour quelques affaires du quotidien. Il se réduit à lessentiel : un compartiment principal facilement accessible avec un emplacement pour ordinateur portable. Le dos rembourré, son poids réduit et les bretelles et sangles ajustables assurent un grand confort.</p> <b>Particularités :</b> <!--BB--><ul> <li> Capacité de 16 litres</li> <li> Produit en Polyester 600D, matériau particulièrement résistant </li> <li> Bretelles et dos rembourrés pour un plus grand confort </li> <li> 1 compartiment principal facilement accessible </li> <li> Poche rabat avec fermeture-éclair</li> <li> Rangement pour ordinateur portable (15 pouces)</li> <li> Orifice pour passage de câble</li> <li> Poches intérieures pour une meilleure organisation du rangement </li> <li>Sangles de compression</li> <li> Bandes réfléchissantes</li> <li> Poignée robuste</li> <li> Housse contre la pluie intégrée</li> </ul><!--EB--> <b>Contenu</b> <!--BL--><ul> <li>Sac à dos moto Racer</li> </ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10121;;Kit de branchement électrique QUICK-LOCK EVO Sport;;;;;;;;;;;;;;;;;;;;;;;;;;;12V. 1680 Balistique Nylon. Noir. 14 L - 21 L.;"<b>Sacoche réservoir QUICK-LOCK EVO électrique Sport</b><br>Par SW-MOTECH<br><br>Cette sacoche réservoir est équipée dun <b>anneau de fixation électrique</b> et dun <b>Kit électrique pour anneau de réservoir QUICK-LOCK EVO.</b>Avec un connecteur SAE pour brancher vos accessoires. Ce kit alimente la sacoche en électricité directement depuis la batterie de votre moto. Système sécurisé breveté qui nest alimenté que lorsque la sacoche est fixée. Le courant est automatiquement coupé lorsque la sacoche est retirée du réservoir.<br><br><ul><li>La sacoche réservoir sadapte bien à de nombreuse motos</li><li>La sacoche réservoir est facilement détachable en quelques secondes (QUICK-LOCK fonction)</li><li>Compatible avec lanneau de réservoir QUICK-LOCK EVO</li><li>Volume 14 litres, extensible à 21 litres<br>La sacoche réservoir est extensible grâce à une fermeture éclair</li></ul><b>Caractéristiques:</b><!--BB--><ul><li>Taille : l 40cm, L 34cm, h 17cm</li><li> compartiments intérieur et deux poches extérieur</li><li>2 accès pour des câbles - avant et arrière</li><li>Système de fixation pour support GPS</li><li>Détails réfléchissants</li><li>Avec poignée de transport</li></ul><!--EB--><b>Inclus:</b><!--BL--><ul><li>sacoche réservoir</li><li>Anneau de réservoir QUICK-LOCK électrique EVO <b>(TRE.00.640.10200/B)</b></li><li>Kit électrique pour anneau de réservoir QUICK-LOCK EVO/li><li>Housse de pluie <b>(BC.ZUB.00.027.30000)</b></li></ul><!--EL--><b>Accessoires en option :</b><ul><li>Housse de carte<br>Article <b>BC.TRS.00.150.10000</b></li><li>Câble antivol<br>Article <b>BC.LOC.00.002.10000/B</b> (50cm) / <b>BC.LOC.00.003.10000/B</b> (100cm)</li><li>kit antivol<br>Article<b> TRT.00.640.20000/B</b></li><li>Adaptateur électrique</li></ul><b>Attention ! </b><ul><li>un <a href=http://shop.sw-motech.com/en/by+products/Luggage+Systems/Tankrings/QUICK-LOCK+EVO+Tankring/index.htm><b>Anneau de réservoir QUICK-LOCK EVO</b></a> est nécessaire pour fixer la sacoche <b>à commander séparément.</b></li><li>Important: le QUICK-LOCK EVO nest pas compatible <b>avec le système standard. Pour comprendre les différences : <a href=http://shop.sw-motech.com/cosmoshop/pix/user_img/QLGenerations.pdf""><b>here.</b></a></li></ul>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10122;;Sacoche réservoir QUICK-LOCK EVO électrique Trial;;;;;;;;;;;;;;;;;;;;;;;;;;;12V. 1680 Balistique Nylon. Noir. 15 L - 22 L.;"<b>Sacoche réservoir QUICK-LOCK EVO électrique Trial</b><br>Par SW-MOTECH<br><br>Cette sacoche réservoir est équipée dun <b>anneau de fixation électrique</b> et dun <b>Kit électrique pour anneau de réservoir QUICK-LOCK EVO.</b>Avec un connecteur SAE pour brancher vos accessoires. Ce kit alimente la sacoche en électricité directement depuis la batterie de votre moto. Système sécurisé breveté qui nest alimenté que lorsque la sacoche est fixée. Le courant est automatiquement coupé lorsque la sacoche est retirée du réservoir.<br><br><ul><li>La sacoche réservoir sadapte bien à de nombreuse motos</li><li>La sacoche réservoir est facilement détachable en quelques secondes (QUICK-LOCK fonction)</li><li>Compatible avec lanneau de réservoir QUICK-LOCK EVO</li><li>Volume 15 litres, extensible à 22 litres<br>La sacoche réservoir est extensible grâce à une fermeture éclair</li></ul><b>Caractéristiques:</b><!--BB--><ul><li>Taille : l 38, w 33cm, h 19cm</li><li> compartiments intérieur et deux poches extérieur</li><li>2 accès pour des câbles - avant et arrière</li><li>Système de fixation pour support GPS</li><li>Détails réfléchissants</li><li>Avec poignée de transport</li></ul><!--EB--><b>Inclus:</b><!--BL--><ul><li>sacoche réservoir</li><li>Anneau de réservoir QUICK-LOCK électrique EVO <b>(TRE.00.640.10200/B)</b></li><li>Kit électrique pour anneau de réservoir QUICK-LOCK EVO</li><li>Housse de pluie <b>(BC.ZUB.00.027.30000)</b></li></ul><!--EL--><b>Accessoires en option :</b><ul><li>Housse de carte<br>Article<b> BC.TRS.00.150.10000</b></li><li>Câble antivol<br>Article<b> BC.LOC.00.002.10000/B</b> (50cm) / <b>BC.LOC.00.003.10000/B</b> (100cm)</i></li><li>kit antivol<br>Article <b>TRT.00.640.20000/B</b></li><li>Adaptateur électrique</li></ul><b><b>Attention ! </b></font></b></u><ul><li>un <a href=http://shop.sw-motech.com/en/by+products/Luggage+Systems/Tankrings/QUICK-LOCK+EVO+Tankring/index.htm><u>Anneau de réservoir QUICK-LOCK EVO</u></a> est nécessaire pour fixer la saoche <b>à commander séparément.</b></li><li>Important: le QUICK-LOCK EVO nest pas compatible <b>avec le système standard. Pour comprendre les différences : <a href=http://shop.sw-motech.com/cosmoshop/pix/user_img/QLGenerations.pdf""><u>here.</u></a></li></ul>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
